id,name,size,proof,abv,spirit_type,brand_id,popularity,avg_msrp,fair_price,shelf_price,total_score,wishlist_count,vote_count,bar_count,ranking
20518,RD One Bourbon Brazilian Amburana Wood Finish,750,110.0,55.0,Bourbon,4107,0,69.99,83.35,71.59,804,72,187,545,473
20519,Jack Daniel’s Twice Barreled Tennessee Rye 2023 Special Release,750,100.0,50.0,Rye,231,0,69.97,133.85,325.49,826,52,313,461,461
20574,Little Book Chapter 7: In Retrospect,750,118.0,59.0,Whiskey,823,0,159.98,227.42,170.00,1640,82,473,1085,251
20575,Old Fitzgerald 10 Year,750,100.0,50.0,Bourbon,234,0,144.98,221.85,354.82,1027,132,371,524,384
20607,Penelope Rio Batch 2,750,98.0,49.0,Bourbon,2817,100027,94.98,125.18,104.79,1385,355,376,654,286
20648,Penelope Barrel Strength Private Select - 4 Grain - 9 Yr,750,109.0,54.5,Bourbon,2817,0,79.98,90.02,80.48,752,43,155,554,496
20691,Elijah Craig Barrel Proof C923,750,133.0,66.5,Bourbon,2,100033,72.48,146.32,81.57,4296,750,1106,2440,86
20692,Maker's Mark Cellar Aged 2023 Release,750,115.0,57.5,Bourbon,333,0,159.98,225.15,458.16,952,263,332,357,420
20783,Larceny Barrel Proof Batch C923,750,,63.2,Bourbon,587,100028,59.99,104.33,75.26,4215,546,1429,2240,89
20789,Lux Row Four Grain Double Single Barrel,750,115.0,57.5,Bourbon,10099,0,79.97,106.78,79.99,745,33,199,513,500
20813,2XO American Oak Oak Series Kentucky Straight Bourbon,750,92.0,46.0,Bourbon,4542,0,49.96,64.42,50.66,923,47,257,619,432
20824,Shenk’s Homestead Sour Mash Whiskey 2023 Release,750,91.0,45.5,Bourbon,3854,0,109.98,137.18,199.98,788,73,202,513,477
20831,Booker's Bourbon 2023-03 Mighty Fine Batch,750,122.0,61.0,Bourbon,647,0,89.99,156.50,137.67,1877,56,484,1337,208
21010,Booker’s Bourbon 2023-04 - The Storyteller Batch,750,127.0,63.5,Bourbon,647,0,109.00,143.81,121.21,1845,54,450,1341,215
21024,Stagg 127.8 Proof,750,,63.9,Bourbon,3640,0,60.00,168.23,259.78,1604,72,407,1125,257
21036,Bardstown Discovery Series No. 11,750,118.1,59.1,Bourbon,778,0,139.97,166.47,142.49,1130,152,251,727,336
21106,Stagg - 23C,750,125.0,62.5,Bourbon,3640,100042,59.99,197.99,175.83,2532,499,607,1426,153
21216,Basil Hayden's 10 Year Bourbon,750,80.0,40.0,Bourbon,330,0,52.48,109.66,77.49,791,38,184,569,474
21242,George T. Stagg 2023 Release,750,,67.5,Bourbon,352,100049,124.97,622.60,1062.50,2356,718,699,939,161
21257,Colonel E.H. Taylor Barrel Proof Batch 12,750,131.0,65.5,Bourbon,210,0,78.97,240.29,481.32,1172,151,319,702,327
21291,Old Fitzgerald 8 Year - Fall 2023,750,100.0,50.0,Bourbon,234,1980,109.97,208.75,417.64,1263,516,324,423,304
21319,Traveller Whiskey,750,90.0,45.0,Bourbon,4873,100072,39.97,48.84,37.69,6641,309,1868,4464,52
21356,Old Forester 1924 10 Year,750,100.0,50.0,Bourbon,152,100064,114.97,183.86,112.50,4109,853,1206,2050,91
21466,James E. Pepper Barrel Proof Bourbon,750,105.4,52.7,Bourbon,550,100045,64.99,80.06,72.48,1979,257,437,1285,193
21689,Crown Royal Blackberry,750,70.0,35.0,Canadian Whisky,182,100067,33.95,43.69,36.67,3204,94,734,2376,123
22361,Elijah Craig Barrel Proof A124,750,119.0,59.5,Bourbon,2,0,74.99,94.63,92.81,808,26,62,720,471
23515,Four Roses Single Barrel,750,,50.0,Bourbon,148,100079,45.99,62.71,48.29,1105,139,198,768,348
25363,Woodford Reserve Derby 150 2024 Release,1000,,45.2,Bourbon,2004,100035,54.99,92.12,67.59,1128,46,122,960,338
27160,Larceny Barrel Proof A124,750,124.2,62.1,Bourbon,587,100028,59.99,84.69,79.16,1000,41,89,870,390
27294,Booker’s  Springfield Batch 2024-01,750,124.5,62.3,Bourbon,647,100028,90.00,121.89,116.19,984,49,127,808,400
27454,Woodford Reserve Master's Collection Batch Proof 121.2,700,121.2,60.6,Bourbon,2004,100036,129.99,190.52,159.99,1227,126,154,947,314
28079,Elmer T. Lee Sour Mash,750,,45.0,Bourbon,700,100070,39.99,104.95,299.85,1240,274,295,671,310
28334,Redwood Empire Screaming Titan,750,96.0,48.0,Bourbon,445,100049,89.99,117.24,93.28,790,114,111,565,475
32083,Blood Oath Pact No. 10,750,,49.3,Bourbon,849,100046,129.99,211.55,196.32,1018,114,197,707,388
32717,Jim Beam Black 7 Year,750,90.0,45.0,Bourbon,247,100026,25.00,35.76,26.49,769,75,134,560,489
33209,Russell’s Reserve 15 Year,750,117.2,58.6,Bourbon,496,100187,249.99,362.17,398.31,6897,3960,1781,1156,49
33325,Elijah Craig Barrel Proof - Batch B524,750,130.6,65.3,Bourbon,2,100038,69.95,104.97,82.79,1325,115,263,947,296
34209,Larceny Barrel Proof - Batch B524,750,125.4,62.7,Bourbon,587,100032,59.95,89.40,62.46,830,73,137,620,460
34488,Little Book Chapter 8: Path Not Taken,750,118.2,59.1,Whiskey,823,100044,160.00,220.57,210.82,1108,125,216,767,346
34570,Green River Full Proof,750,117.3,58.7,Bourbon,3445,100049,50.00,67.46,52.82,1459,272,266,921,275
38465,Maker's Mark Wood Finish Series The Heart Release 2024,750,111.7,55.9,Bourbon,333,100077,75.00,108.96,146.15,2695,274,523,1898,141
39325,"Booker's 7 Year ""The Beam House Batch"" - 2024",750,,62.3,Bourbon,647,100033,95.99,131.16,189.99,980,92,52,836,403
39943,Heaven Hill Grain to Glass-Rye,750,123.2,61.6,Whiskey,430,100051,99.00,106.43,128.73,969,102,228,639,408
40819,Eagle Rare,750,90.0,45.0,Bourbon,542,100104,42.99,70.06,69.78,1115,149,219,747,343
41054,Heaven Hill: Grain to Glass - Wheated Bourbon,750,121.0,60.5,Bourbon,430,100051,99.00,118.93,178.73,1031,215,253,563,380
41273,Stagg Batch 24A,750,,63.8,Bourbon,3640,100046,65.00,172.98,207.47,2462,624,646,1192,159
42342,Heaven Hill Grain to Glass Kentucky Straight Bourbon Whiskey,750,107.0,53.5,,0,0,99.99,107.43,132.73,1105,163,36,906,353
42831,Bomberger’s Declaration 2024 Release,750,108.0,54.0,,0,0,,212.80,268.74,775,131,153,491,489
43333,Shenks Homstead Sour Mash Whiskey - 2024 Release,750,91.2,45.6,Whiskey,3854,100034,169.00,224.96,209.99,947,118,194,635,423
44603,Maker's Mark Cellar Aged 2024 Release,750,,59.7,Bourbon,333,100046,174.99,330.08,551.99,812,279,186,347,467
44955,Bardstown Origin Series Wheated Bourbon,750,106.0,53.0,Bourbon,778,100059,49.99,66.26,53.99,1269,255,225,789,303
45695,Little Book The Infinite I 2024,750,120.0,60.0,Bourbon,823,100056,199.99,283.51,324.99,845,145,209,491,454
46254,Wild Turkey Jimmy Russell 70th Anniversary,750,101.0,50.5,Bourbon,191,100158,49.99,75.72,69.82,3994,704,898,2392,93
46278,Old Forester Birthday Bourbon 2024,750,107.0,53.5,Bourbon,152,100048,199.99,479.79,1049.50,774,364,190,220,485
46347,Jack Daniel's Coy Hill Barrelhouse 8 2024 Special Release Single Barrel Whiskey,750,135.0,67.5,Whiskey,231,100062,79.99,252.21,549.99,893,381,222,290,437
46500,Angel’s Envy Triple Oak,750,92.0,46.0,Bourbon,96,100048,75.00,90.39,71.98,1074,106,251,717,362
48189,Larceny Barrel Proof C924,750,125.1,62.6,Bourbon,587,100087,64.99,92.46,67.33,1169,130,260,779,328
48295,Booker’s Bourbon 2024-03,750,130.3,65.2,Bourbon,647,100038,99.99,135.62,114.99,973,86,193,694,406
48300,Elijah Craig Barrel Proof C924,750,129.0,64.5,Bourbon,2,100051,75.00,94.76,76.99,1107,116,186,805,347
48400,Stagg 24B,750,127.8,63.9,Bourbon,3640,100150,,163.28,219.99,1781,425,514,842,225
49176,Penelope Estate Collection Private Select 9 Year,750,101.2,50.6,Bourbon,2817,100069,79.99,122.17,179.99,967,173,182,612,410
50056,George T Stagg - 2024,750,136.1,68.1,Bourbon,352,100131,150.00,486.09,977.78,1475,596,445,434,273
53003,Stagg 24C,750,128.9,64.5,,0,0,65.00,242.72,816.33,1026,128,343,555,390
